COUNTY,MP_NOHSDP,STATE
CONTRA COSTA,3,CALIFORNIA
ALAMEDA,3.5,CALIFORNIA
LOS ANGELES,4.1,CALIFORNIA
KERN,5.3,CALIFORNIA
LOS ANGELES,5.9,CALIFORNIA
SAN LUIS OBISPO,4.1,CALIFORNIA
SACRAMENTO,4.4,CALIFORNIA
LOS ANGELES,3.9,CALIFORNIA
LOS ANGELES,6.8,CALIFORNIA
SAN BERNARDINO,2.9,CALIFORNIA
CONTRA COSTA,8.1,CALIFORNIA
MARIN,2.6,CALIFORNIA
LOS ANGELES,4.8,CALIFORNIA
SANTA CLARA,4.3,CALIFORNIA
SANTA CLARA,4.5,CALIFORNIA
LOS ANGELES,3.8,CALIFORNIA
SAN BERNARDINO,2.5,CALIFORNIA
SAN BERNARDINO,5.4,CALIFORNIA
SANTA CLARA,4.8,CALIFORNIA
STANISLAUS,4.7,CALIFORNIA
RIVERSIDE,4.3,CALIFORNIA
ALAMEDA,4.2,CALIFORNIA
HUMBOLDT,1.7,CALIFORNIA
RIVERSIDE,5,CALIFORNIA
KERN,3.1,CALIFORNIA
LOS ANGELES,4.5,CALIFORNIA
SOLANO,6.5,CALIFORNIA
LOS ANGELES,5,CALIFORNIA
RIVERSIDE,4,CALIFORNIA
SACRAMENTO,6,CALIFORNIA
SONOMA,4,CALIFORNIA
ALAMEDA,5.2,CALIFORNIA
SAN LUIS OBISPO,2.9,CALIFORNIA
SANTA CRUZ,5.2,CALIFORNIA
PLACER,3.6,CALIFORNIA
KINGS,5.3,CALIFORNIA
SACRAMENTO,4.4,CALIFORNIA
SANTA CLARA,2.1,CALIFORNIA
NAPA,5.4,CALIFORNIA
LOS ANGELES,4.1,CALIFORNIA
CONTRA COSTA,4,CALIFORNIA
NAPA,4.9,CALIFORNIA
SAN MATEO,2.9,CALIFORNIA
LOS ANGELES,3.5,CALIFORNIA
ORANGE,7.1,CALIFORNIA
SONOMA,2.9,CALIFORNIA
LOS ANGELES,4.7,CALIFORNIA
MONO,7.3,CALIFORNIA
SAN BERNARDINO,2.5,CALIFORNIA
SAN DIEGO,2.5,CALIFORNIA
SAN FRANCISCO,3.6,CALIFORNIA
SAN BERNARDINO,6.1,CALIFORNIA
ORANGE,7.9,CALIFORNIA
SAN MATEO,3.7,CALIFORNIA
LOS ANGELES,2.2,CALIFORNIA
SONOMA,3.6,CALIFORNIA
LOS ANGELES,5.6,CALIFORNIA
ALAMEDA,3.2,CALIFORNIA
LOS ANGELES,4.1,CALIFORNIA
ORANGE,5.7,CALIFORNIA
SAN FRANCISCO,4.1,CALIFORNIA
SAN DIEGO,2.7,CALIFORNIA
VENTURA,3.2,CALIFORNIA
YOLO,3.4,CALIFORNIA
VENTURA,4,CALIFORNIA
LOS ANGELES,4.1,CALIFORNIA
LOS ANGELES,7.3,CALIFORNIA
RIVERSIDE,4,CALIFORNIA
SAN FRANCISCO,2.5,CALIFORNIA
LOS ANGELES,4.6,CALIFORNIA
SAN DIEGO,3.3,CALIFORNIA
SAN DIEGO,3.9,CALIFORNIA
BUTTE,1.9,CALIFORNIA
LAKE,1.2,CALIFORNIA
RIVERSIDE,4.4,CALIFORNIA
RIVERSIDE,5.2,CALIFORNIA
SACRAMENTO,3.1,CALIFORNIA
LOS ANGELES,6.9,CALIFORNIA
LOS ANGELES,4.8,CALIFORNIA
LOS ANGELES,3.6,CALIFORNIA
RIVERSIDE,4.1,CALIFORNIA
SAN DIEGO,5.8,CALIFORNIA
RIVERSIDE,5.3,CALIFORNIA
GLENN,6.8,CALIFORNIA
STANISLAUS,5.6,CALIFORNIA
ALAMEDA,7.2,CALIFORNIA
LOS ANGELES,3.7,CALIFORNIA
NAPA,2.8,CALIFORNIA
SAN DIEGO,4.8,CALIFORNIA
NAPA,3.6,CALIFORNIA
LOS ANGELES,4.9,CALIFORNIA
LOS ANGELES,2.9,CALIFORNIA
LOS ANGELES,5.2,CALIFORNIA
YOLO,4.1,CALIFORNIA
LOS ANGELES,6.3,CALIFORNIA
SAN FRANCISCO,4.5,CALIFORNIA
SAN FRANCISCO,3.6,CALIFORNIA
RIVERSIDE,3.8,CALIFORNIA
SAN LUIS OBISPO,13.6,CALIFORNIA
SAN DIEGO,2.4,CALIFORNIA
SAN DIEGO,3.4,CALIFORNIA
SONOMA,3.6,CALIFORNIA
LOS ANGELES,4.4,CALIFORNIA
ORANGE,3.7,CALIFORNIA
SAN BERNARDINO,4,CALIFORNIA
BUTTE,3.3,CALIFORNIA
RIVERSIDE,4.7,CALIFORNIA
SANTA CLARA,4.9,CALIFORNIA
YOLO,5.7,CALIFORNIA
SAN FRANCISCO,5.3,CALIFORNIA
VENTURA,4.4,CALIFORNIA
SAN BENITO,5.7,CALIFORNIA
SACRAMENTO,1.3,CALIFORNIA
LOS ANGELES,4.1,CALIFORNIA
RIVERSIDE,2.5,CALIFORNIA
SAN BERNARDINO,6.2,CALIFORNIA
SACRAMENTO,3.5,CALIFORNIA
LOS ANGELES,3.8,CALIFORNIA
PLACER,3.2,CALIFORNIA
KERN,3.9,CALIFORNIA
VENTURA,3.9,CALIFORNIA
RIVERSIDE,5.8,CALIFORNIA
ORANGE,3.4,CALIFORNIA
SISKIYOU,2.4,CALIFORNIA
SHASTA,3.1,CALIFORNIA
CONTRA COSTA,5.2,CALIFORNIA
RIVERSIDE,4.5,CALIFORNIA
VENTURA,2.4,CALIFORNIA
GLENN,5,CALIFORNIA
SANTA CLARA,3.5,CALIFORNIA
LOS ANGELES,4.3,CALIFORNIA
SHASTA,2.4,CALIFORNIA
LOS ANGELES,3.1,CALIFORNIA
ORANGE,2.7,CALIFORNIA
SACRAMENTO,3.1,CALIFORNIA
ALAMEDA,4,CALIFORNIA
SAN JOAQUIN,4.4,CALIFORNIA
ALAMEDA,3.9,CALIFORNIA
LOS ANGELES,5.7,CALIFORNIA
LOS ANGELES,3.5,CALIFORNIA
ORANGE,3.5,CALIFORNIA
SACRAMENTO,1.7,CALIFORNIA
HUMBOLDT,5.2,CALIFORNIA
SACRAMENTO,3.5,CALIFORNIA
SANTA BARBARA,3.8,CALIFORNIA
ALAMEDA,3.7,CALIFORNIA
ORANGE,4.3,CALIFORNIA
SAN DIEGO,6,CALIFORNIA
LOS ANGELES,6.3,CALIFORNIA
LOS ANGELES,2.5,CALIFORNIA
ORANGE,4.1,CALIFORNIA
RIVERSIDE,2.8,CALIFORNIA
LOS ANGELES,3.7,CALIFORNIA
LOS ANGELES,4,CALIFORNIA
SANTA CLARA,5.7,CALIFORNIA
LOS ANGELES,5.5,CALIFORNIA
LOS ANGELES,5,CALIFORNIA
CONTRA COSTA,3.6,CALIFORNIA
SACRAMENTO,5.4,CALIFORNIA
SAN DIEGO,3.8,CALIFORNIA
LOS ANGELES,8.1,CALIFORNIA
RIVERSIDE,3.1,CALIFORNIA
SAN DIEGO,3.7,CALIFORNIA
HUMBOLDT,5.1,CALIFORNIA
LOS ANGELES,3.2,CALIFORNIA
SACRAMENTO,5.8,CALIFORNIA
LOS ANGELES,5.3,CALIFORNIA
SANTA CLARA,5.4,CALIFORNIA
SACRAMENTO,3.4,CALIFORNIA
LOS ANGELES,4.9,CALIFORNIA
SAN FRANCISCO,1.3,CALIFORNIA
ALAMEDA,3.3,CALIFORNIA
SANTA CLARA,5.3,CALIFORNIA
SACRAMENTO,2.9,CALIFORNIA
ORANGE,3.2,CALIFORNIA
SAN DIEGO,4.4,CALIFORNIA
SANTA CLARA,4.9,CALIFORNIA
ORANGE,6.3,CALIFORNIA
LOS ANGELES,5,CALIFORNIA
ORANGE,3.8,CALIFORNIA
ORANGE,5.4,CALIFORNIA
SAN DIEGO,3,CALIFORNIA
EL DORADO,2.7,CALIFORNIA
LOS ANGELES,3.3,CALIFORNIA
LOS ANGELES,6.7,CALIFORNIA
FRESNO,6,CALIFORNIA
LOS ANGELES,4.3,CALIFORNIA
LOS ANGELES,3,CALIFORNIA
LOS ANGELES,3.8,CALIFORNIA
ALAMEDA,3,CALIFORNIA
SAN JOAQUIN,6.5,CALIFORNIA
ORANGE,2.8,CALIFORNIA
SACRAMENTO,2.4,CALIFORNIA
ALAMEDA,4.8,CALIFORNIA
MERCED,5.8,CALIFORNIA
SANTA CLARA,5.3,CALIFORNIA
SAN JOAQUIN,4.6,CALIFORNIA
LOS ANGELES,6.1,CALIFORNIA
SANTA BARBARA,4.3,CALIFORNIA
MARIPOSA,3.4,CALIFORNIA
RIVERSIDE,6.3,CALIFORNIA
ALAMEDA,4.2,CALIFORNIA
LOS ANGELES,5.3,CALIFORNIA
LOS ANGELES,5.6,CALIFORNIA
LOS ANGELES,3.1,CALIFORNIA
SANTA CLARA,5.9,CALIFORNIA
LOS ANGELES,2.4,CALIFORNIA
RIVERSIDE,1.9,CALIFORNIA
LOS ANGELES,5.3,CALIFORNIA
ALAMEDA,3.4,CALIFORNIA
SAN DIEGO,5.5,CALIFORNIA
SAN DIEGO,4.9,CALIFORNIA
LOS ANGELES,6.3,CALIFORNIA
FRESNO,3.9,CALIFORNIA
SACRAMENTO,3.8,CALIFORNIA
SAN DIEGO,3.3,CALIFORNIA
RIVERSIDE,3.7,CALIFORNIA
SAN DIEGO,2.9,CALIFORNIA
LOS ANGELES,5.6,CALIFORNIA
LOS ANGELES,1.9,CALIFORNIA
IMPERIAL,3.6,CALIFORNIA
SAN MATEO,3.9,CALIFORNIA
VENTURA,5.4,CALIFORNIA
SAN DIEGO,4.6,CALIFORNIA
CONTRA COSTA,3.6,CALIFORNIA
SACRAMENTO,6.5,CALIFORNIA
LOS ANGELES,6.3,CALIFORNIA
LOS ANGELES,4.1,CALIFORNIA
PLUMAS,3.8,CALIFORNIA
SAN DIEGO,2.9,CALIFORNIA
SAN DIEGO,3.1,CALIFORNIA
SAN MATEO,4.8,CALIFORNIA
SOLANO,5.3,CALIFORNIA
LOS ANGELES,5.1,CALIFORNIA
LOS ANGELES,5.6,CALIFORNIA
LOS ANGELES,3.5,CALIFORNIA
SACRAMENTO,4.6,CALIFORNIA
ORANGE,2.7,CALIFORNIA
ORANGE,4.7,CALIFORNIA
STANISLAUS,5.1,CALIFORNIA
LOS ANGELES,5.3,CALIFORNIA
HUMBOLDT,4.6,CALIFORNIA
SANTA CLARA,4.6,CALIFORNIA
LOS ANGELES,4.9,CALIFORNIA
LOS ANGELES,11.4,CALIFORNIA
NAPA,4.9,CALIFORNIA
LOS ANGELES,4.6,CALIFORNIA
SHASTA,4.3,CALIFORNIA
CONTRA COSTA,4,CALIFORNIA
SAN MATEO,4.5,CALIFORNIA
SACRAMENTO,3.9,CALIFORNIA
ALAMEDA,2.7,CALIFORNIA
ALAMEDA,5.2,CALIFORNIA
PLACER,3.9,CALIFORNIA
SAN DIEGO,2.5,CALIFORNIA
LOS ANGELES,1.9,CALIFORNIA
ALAMEDA,3.8,CALIFORNIA
YUBA,3,CALIFORNIA
LOS ANGELES,3.5,CALIFORNIA
SHASTA,2.8,CALIFORNIA
LOS ANGELES,6.7,CALIFORNIA
LOS ANGELES,4.1,CALIFORNIA
LOS ANGELES,6.2,CALIFORNIA
TULARE,5.3,CALIFORNIA
SAN JOAQUIN,4.3,CALIFORNIA
SANTA CLARA,3.8,CALIFORNIA
LOS ANGELES,5.8,CALIFORNIA
VENTURA,5.5,CALIFORNIA
SAN BERNARDINO,3,CALIFORNIA
LOS ANGELES,6.4,CALIFORNIA
VENTURA,4.4,CALIFORNIA
SHASTA,3,CALIFORNIA
SAN DIEGO,4,CALIFORNIA
SANTA CRUZ,3.6,CALIFORNIA
RIVERSIDE,5.2,CALIFORNIA
SAN BERNARDINO,5.8,CALIFORNIA
LOS ANGELES,9.9,CALIFORNIA
LOS ANGELES,2.8,CALIFORNIA
MONTEREY,2.7,CALIFORNIA
SOLANO,8.2,CALIFORNIA
SAN JOAQUIN,3.2,CALIFORNIA
SHASTA,3.8,CALIFORNIA
LOS ANGELES,6,CALIFORNIA
SANTA BARBARA,6.3,CALIFORNIA
RIVERSIDE,3.2,CALIFORNIA
SANTA BARBARA,5.3,CALIFORNIA
RIVERSIDE,4.1,CALIFORNIA
LOS ANGELES,3.7,CALIFORNIA
LOS ANGELES,6.4,CALIFORNIA
LOS ANGELES,3.6,CALIFORNIA
RIVERSIDE,5.3,CALIFORNIA
SACRAMENTO,4,CALIFORNIA
RIVERSIDE,4.2,CALIFORNIA
ALAMEDA,4.6,CALIFORNIA
SANTA BARBARA,4.2,CALIFORNIA
PLUMAS,4.8,CALIFORNIA
SAN DIEGO,3,CALIFORNIA
LOS ANGELES,5.1,CALIFORNIA
SACRAMENTO,4,CALIFORNIA
SAN JOAQUIN,3.1,CALIFORNIA
KERN,8.3,CALIFORNIA
MENDOCINO,4.4,CALIFORNIA
SAN BERNARDINO,4.8,CALIFORNIA
SACRAMENTO,4,CALIFORNIA
LOS ANGELES,6.1,CALIFORNIA
RIVERSIDE,4.1,CALIFORNIA
PLACER,2.2,CALIFORNIA
LOS ANGELES,4.8,CALIFORNIA
SANTA BARBARA,6,CALIFORNIA
VENTURA,5.3,CALIFORNIA
SACRAMENTO,3.6,CALIFORNIA
NAPA,3.3,CALIFORNIA
MERCED,4.2,CALIFORNIA
MONTEREY,4.4,CALIFORNIA
SAN DIEGO,5.1,CALIFORNIA
ALAMEDA,2,CALIFORNIA
LOS ANGELES,5.6,CALIFORNIA
CALAVERAS,4.1,CALIFORNIA
IMPERIAL,6.8,CALIFORNIA
HUMBOLDT,6,CALIFORNIA
SAN DIEGO,3,CALIFORNIA
LOS ANGELES,3.7,CALIFORNIA
LOS ANGELES,3.3,CALIFORNIA
LOS ANGELES,9.1,CALIFORNIA
SONOMA,3.8,CALIFORNIA
ALAMEDA,3.6,CALIFORNIA
EL DORADO,4.8,CALIFORNIA
SAN DIEGO,5.2,CALIFORNIA
SACRAMENTO,4.3,CALIFORNIA
SAN BERNARDINO,5.1,CALIFORNIA
SAN FRANCISCO,3.4,CALIFORNIA
CONTRA COSTA,3.3,CALIFORNIA
MADERA,6,CALIFORNIA
SAN BERNARDINO,3.9,CALIFORNIA
SANTA CLARA,3.7,CALIFORNIA
SAN JOAQUIN,7.1,CALIFORNIA
ALAMEDA,5,CALIFORNIA
LOS ANGELES,4.1,CALIFORNIA
SANTA CLARA,4.5,CALIFORNIA
LOS ANGELES,4.4,CALIFORNIA
RIVERSIDE,2,CALIFORNIA
SAN DIEGO,3.3,CALIFORNIA
SHASTA,4.9,CALIFORNIA
LOS ANGELES,6.5,CALIFORNIA
RIVERSIDE,5.6,CALIFORNIA
SAN BERNARDINO,4.8,CALIFORNIA
SAN LUIS OBISPO,5.3,CALIFORNIA
SAN MATEO,2.9,CALIFORNIA
SANTA CLARA,4.8,CALIFORNIA
ORANGE,4.3,CALIFORNIA
SAN JOAQUIN,3.4,CALIFORNIA
SAN DIEGO,6.9,CALIFORNIA
KERN,4.2,CALIFORNIA
LOS ANGELES,3.3,CALIFORNIA
SACRAMENTO,5,CALIFORNIA
LOS ANGELES,5.1,CALIFORNIA
TUOLUMNE,3.4,CALIFORNIA
NEVADA,6.5,CALIFORNIA
LOS ANGELES,5.8,CALIFORNIA
ALAMEDA,4.1,CALIFORNIA
CONTRA COSTA,2.1,CALIFORNIA
PLACER,3.2,CALIFORNIA
SACRAMENTO,4.3,CALIFORNIA
LOS ANGELES,3.6,CALIFORNIA
SAN LUIS OBISPO,2.4,CALIFORNIA
RIVERSIDE,5.4,CALIFORNIA
SAN BERNARDINO,5.7,CALIFORNIA
LOS ANGELES,3.8,CALIFORNIA
SAN BERNARDINO,2.4,CALIFORNIA
RIVERSIDE,4.3,CALIFORNIA
LOS ANGELES,3.4,CALIFORNIA
MONTEREY,6,CALIFORNIA
SAN BERNARDINO,4.4,CALIFORNIA
RIVERSIDE,5.6,CALIFORNIA
LOS ANGELES,14.4,CALIFORNIA
LOS ANGELES,4.1,CALIFORNIA
LOS ANGELES,5.1,CALIFORNIA
TEHAMA,4.6,CALIFORNIA
SHASTA,4,CALIFORNIA
ORANGE,4.8,CALIFORNIA
LOS ANGELES,5.1,CALIFORNIA
MARIN,3.8,CALIFORNIA
SANTA CLARA,4.3,CALIFORNIA
VENTURA,2.8,CALIFORNIA
LOS ANGELES,5.8,CALIFORNIA
BUTTE,4.5,CALIFORNIA
EL DORADO,5.2,CALIFORNIA
LOS ANGELES,4.9,CALIFORNIA
ORANGE,4.3,CALIFORNIA
ORANGE,3.6,CALIFORNIA
STANISLAUS,4.6,CALIFORNIA
LOS ANGELES,8.1,CALIFORNIA
SAN DIEGO,4.1,CALIFORNIA
LOS ANGELES,4.9,CALIFORNIA
ORANGE,6.4,CALIFORNIA
SANTA CLARA,6.6,CALIFORNIA
SAN FRANCISCO,4.8,CALIFORNIA
SAN DIEGO,7.7,CALIFORNIA
RIVERSIDE,2.7,CALIFORNIA
SAN MATEO,8.4,CALIFORNIA
LOS ANGELES,3.6,CALIFORNIA
RIVERSIDE,3.6,CALIFORNIA
SAN DIEGO,5.7,CALIFORNIA
SANTA CLARA,4.3,CALIFORNIA
LOS ANGELES,4.3,CALIFORNIA
SAN BERNARDINO,3.4,CALIFORNIA
SAN JOAQUIN,8.7,CALIFORNIA
EL DORADO,3.5,CALIFORNIA
SANTA CLARA,4.2,CALIFORNIA
LOS ANGELES,5.4,CALIFORNIA
RIVERSIDE,7.8,CALIFORNIA
LOS ANGELES,3.4,CALIFORNIA
SANTA CLARA,4,CALIFORNIA
SHASTA,3.6,CALIFORNIA
LOS ANGELES,3.9,CALIFORNIA
ALAMEDA,4.9,CALIFORNIA
LOS ANGELES,5.6,CALIFORNIA
SACRAMENTO,3,CALIFORNIA
BUTTE,3.7,CALIFORNIA
SAN BERNARDINO,3.9,CALIFORNIA
LOS ANGELES,5.8,CALIFORNIA
SANTA BARBARA,6.9,CALIFORNIA
LOS ANGELES,3.7,CALIFORNIA
ORANGE,6.4,CALIFORNIA
ORANGE,3.3,CALIFORNIA
SAN JOAQUIN,4.6,CALIFORNIA
LOS ANGELES,4,CALIFORNIA
CONTRA COSTA,2.3,CALIFORNIA
SAN JOAQUIN,5.2,CALIFORNIA
LOS ANGELES,6.6,CALIFORNIA
ORANGE,6,CALIFORNIA
SONOMA,5.6,CALIFORNIA
SANTA BARBARA,5.5,CALIFORNIA
LOS ANGELES,5.1,CALIFORNIA
LOS ANGELES,4.7,CALIFORNIA
SISKIYOU,3.2,CALIFORNIA
CONTRA COSTA,4.4,CALIFORNIA
LOS ANGELES,4.9,CALIFORNIA
RIVERSIDE,3.4,CALIFORNIA
SAN FRANCISCO,6.1,CALIFORNIA
SAN DIEGO,4.9,CALIFORNIA
FRESNO,4.2,CALIFORNIA
SANTA CLARA,7.6,CALIFORNIA
ORANGE,3.2,CALIFORNIA
RIVERSIDE,5.7,CALIFORNIA
FRESNO,4.4,CALIFORNIA
SAN JOAQUIN,3.4,CALIFORNIA
ORANGE,5.5,CALIFORNIA
SACRAMENTO,4.7,CALIFORNIA
STANISLAUS,3.4,CALIFORNIA
LOS ANGELES,4.1,CALIFORNIA
SAN DIEGO,6.3,CALIFORNIA
SANTA CLARA,3.8,CALIFORNIA
LOS ANGELES,4.8,CALIFORNIA
SAN FRANCISCO,3.7,CALIFORNIA
LOS ANGELES,7.2,CALIFORNIA
ORANGE,6.5,CALIFORNIA
LOS ANGELES,5.4,CALIFORNIA
SAN LUIS OBISPO,4.3,CALIFORNIA
SAN JOAQUIN,3.6,CALIFORNIA
SAN LUIS OBISPO,4.9,CALIFORNIA
FRESNO,3.7,CALIFORNIA
SAN BERNARDINO,4.7,CALIFORNIA
MONTEREY,4.8,CALIFORNIA
LOS ANGELES,3.4,CALIFORNIA
SANTA CLARA,4.4,CALIFORNIA
ALAMEDA,5.1,CALIFORNIA
SACRAMENTO,5.1,CALIFORNIA
ALAMEDA,4.1,CALIFORNIA
EL DORADO,2.2,CALIFORNIA
SISKIYOU,3.3,CALIFORNIA
SANTA CLARA,4.5,CALIFORNIA
LOS ANGELES,3.1,CALIFORNIA
SAN DIEGO,5.5,CALIFORNIA
LOS ANGELES,4.4,CALIFORNIA
KINGS,5,CALIFORNIA
YOLO,2.4,CALIFORNIA
SAN DIEGO,4.5,CALIFORNIA
LOS ANGELES,5.4,CALIFORNIA
LOS ANGELES,3.9,CALIFORNIA
MADERA,5,CALIFORNIA
ORANGE,4.6,CALIFORNIA
RIVERSIDE,6.6,CALIFORNIA
RIVERSIDE,7.6,CALIFORNIA
SANTA CLARA,4,CALIFORNIA
ALAMEDA,3.6,CALIFORNIA
FRESNO,5,CALIFORNIA
HUMBOLDT,3.1,CALIFORNIA
ALAMEDA,4.2,CALIFORNIA
KERN,10.4,CALIFORNIA
LOS ANGELES,5.7,CALIFORNIA
LOS ANGELES,5.4,CALIFORNIA
ALAMEDA,3.4,CALIFORNIA
SAN DIEGO,4.5,CALIFORNIA
LOS ANGELES,3.3,CALIFORNIA
SAN DIEGO,3.5,CALIFORNIA
SACRAMENTO,2.8,CALIFORNIA
SANTA CLARA,3.9,CALIFORNIA
SAN MATEO,5.8,CALIFORNIA
ALAMEDA,4.6,CALIFORNIA
SANTA CLARA,5.5,CALIFORNIA
LOS ANGELES,3.3,CALIFORNIA
LOS ANGELES,4.4,CALIFORNIA
KERN,4.8,CALIFORNIA
SANTA CLARA,4.7,CALIFORNIA
SAN DIEGO,6.4,CALIFORNIA
SAN FRANCISCO,4.8,CALIFORNIA
SAN FRANCISCO,8.4,CALIFORNIA
KERN,3.9,CALIFORNIA
SANTA CLARA,3.8,CALIFORNIA
LOS ANGELES,3.1,CALIFORNIA
LAKE,3.6,CALIFORNIA
SAN FRANCISCO,3,CALIFORNIA
SONOMA,2.4,CALIFORNIA
FRESNO,4.1,CALIFORNIA
STANISLAUS,6.1,CALIFORNIA
LOS ANGELES,3.2,CALIFORNIA
LOS ANGELES,5.5,CALIFORNIA
SANTA BARBARA,4.3,CALIFORNIA
SAN DIEGO,3.7,CALIFORNIA
SOLANO,4,CALIFORNIA
LOS ANGELES,4.1,CALIFORNIA
SAN BERNARDINO,6.9,CALIFORNIA
ORANGE,4.8,CALIFORNIA
SAN BERNARDINO,3.9,CALIFORNIA
LOS ANGELES,5.1,CALIFORNIA
MONTEREY,7,CALIFORNIA
LOS ANGELES,4.7,CALIFORNIA
SAN BERNARDINO,3.4,CALIFORNIA
LOS ANGELES,5.2,CALIFORNIA
LOS ANGELES,5.2,CALIFORNIA
SACRAMENTO,2.6,CALIFORNIA
ORANGE,5.3,CALIFORNIA
ALAMEDA,4.1,CALIFORNIA
LOS ANGELES,2.9,CALIFORNIA
LOS ANGELES,6,CALIFORNIA
SAN BERNARDINO,4.6,CALIFORNIA
ALAMEDA,6,CALIFORNIA
MARIN,5.2,CALIFORNIA
LOS ANGELES,3.2,CALIFORNIA
AMADOR,4,CALIFORNIA
ALAMEDA,3.2,CALIFORNIA
LOS ANGELES,8,CALIFORNIA
LOS ANGELES,3.9,CALIFORNIA
SAN MATEO,5.2,CALIFORNIA
LOS ANGELES,4.8,CALIFORNIA
LOS ANGELES,2.9,CALIFORNIA
LOS ANGELES,3.7,CALIFORNIA
LOS ANGELES,5.8,CALIFORNIA
RIVERSIDE,4,CALIFORNIA
SACRAMENTO,3.2,CALIFORNIA
SAN DIEGO,5.6,CALIFORNIA
LOS ANGELES,4.4,CALIFORNIA
LOS ANGELES,4.9,CALIFORNIA
NAPA,5.2,CALIFORNIA
SAN BERNARDINO,4.9,CALIFORNIA
LOS ANGELES,5,CALIFORNIA
SACRAMENTO,4,CALIFORNIA
SAN DIEGO,2.9,CALIFORNIA
SAN BERNARDINO,6,CALIFORNIA
SOLANO,5.9,CALIFORNIA
SAN LUIS OBISPO,3.1,CALIFORNIA
RIVERSIDE,6.2,CALIFORNIA
LOS ANGELES,4.7,CALIFORNIA
SAN DIEGO,5.4,CALIFORNIA
LOS ANGELES,3.7,CALIFORNIA
ALAMEDA,5.1,CALIFORNIA
NAPA,5.1,CALIFORNIA
LOS ANGELES,6.1,CALIFORNIA
VENTURA,3.5,CALIFORNIA
SONOMA,3.4,CALIFORNIA
SAN BERNARDINO,6.4,CALIFORNIA
RIVERSIDE,4,CALIFORNIA
VENTURA,4.9,CALIFORNIA
BUTTE,2.1,CALIFORNIA
EL DORADO,11.4,CALIFORNIA
SAN FRANCISCO,5.7,CALIFORNIA
ALAMEDA,6.1,CALIFORNIA
ORANGE,4.7,CALIFORNIA
LOS ANGELES,4.5,CALIFORNIA
LOS ANGELES,43.1,CALIFORNIA
RIVERSIDE,5,CALIFORNIA
LOS ANGELES,4.6,CALIFORNIA
LOS ANGELES,8.9,CALIFORNIA
SAN FRANCISCO,3.7,CALIFORNIA
SACRAMENTO,4.8,CALIFORNIA
LOS ANGELES,2.9,CALIFORNIA
SAN JOAQUIN,4.1,CALIFORNIA
RIVERSIDE,5.2,CALIFORNIA
LOS ANGELES,4.2,CALIFORNIA
LOS ANGELES,2.6,CALIFORNIA
RIVERSIDE,3.7,CALIFORNIA
LOS ANGELES,7,CALIFORNIA
ALAMEDA,3.5,CALIFORNIA
LOS ANGELES,3.2,CALIFORNIA
VENTURA,3.8,CALIFORNIA
CONTRA COSTA,2.6,CALIFORNIA
SACRAMENTO,2.4,CALIFORNIA
SAN DIEGO,2.1,CALIFORNIA
FRESNO,3.9,CALIFORNIA
NAPA,3.3,CALIFORNIA
SAN BERNARDINO,5.4,CALIFORNIA
LOS ANGELES,7.9,CALIFORNIA
RIVERSIDE,4.1,CALIFORNIA
LOS ANGELES,6.1,CALIFORNIA
SHASTA,4.3,CALIFORNIA
LOS ANGELES,6.3,CALIFORNIA
KERN,5.1,CALIFORNIA
LOS ANGELES,6.8,CALIFORNIA
SOLANO,2.8,CALIFORNIA
VENTURA,5.7,CALIFORNIA
LOS ANGELES,4.4,CALIFORNIA
SAN DIEGO,3.7,CALIFORNIA
STANISLAUS,3,CALIFORNIA
LOS ANGELES,3.9,CALIFORNIA
RIVERSIDE,4.5,CALIFORNIA
SAN LUIS OBISPO,5.8,CALIFORNIA
SACRAMENTO,3.6,CALIFORNIA
SAN DIEGO,3.7,CALIFORNIA
LOS ANGELES,3.1,CALIFORNIA
LOS ANGELES,4.7,CALIFORNIA
LOS ANGELES,3.5,CALIFORNIA
LOS ANGELES,6.1,CALIFORNIA
LOS ANGELES,4.3,CALIFORNIA
LOS ANGELES,6.8,CALIFORNIA
SUTTER,4.1,CALIFORNIA
AMADOR,3.6,CALIFORNIA
SANTA BARBARA,3.7,CALIFORNIA
SANTA CLARA,4.8,CALIFORNIA
LOS ANGELES,4.6,CALIFORNIA
SANTA CLARA,4.1,CALIFORNIA
KINGS,3.6,CALIFORNIA
ORANGE,3.9,CALIFORNIA
RIVERSIDE,5.4,CALIFORNIA
SOLANO,5.2,CALIFORNIA
TUOLUMNE,5,CALIFORNIA
CONTRA COSTA,3.9,CALIFORNIA
LOS ANGELES,4.4,CALIFORNIA
SAN MATEO,6.9,CALIFORNIA
SHASTA,3.5,CALIFORNIA
LOS ANGELES,4,CALIFORNIA
YOLO,3.7,CALIFORNIA
LOS ANGELES,9.6,CALIFORNIA
AMADOR,2.9,CALIFORNIA
SAN FRANCISCO,3.8,CALIFORNIA
LOS ANGELES,5.6,CALIFORNIA
LOS ANGELES,7.8,CALIFORNIA
ORANGE,3.3,CALIFORNIA
SANTA BARBARA,6.2,CALIFORNIA
FRESNO,5.7,CALIFORNIA
SHASTA,3.2,CALIFORNIA
MERCED,6.9,CALIFORNIA
SAN BERNARDINO,4.5,CALIFORNIA
SACRAMENTO,2.1,CALIFORNIA
LOS ANGELES,4.7,CALIFORNIA
SACRAMENTO,3.9,CALIFORNIA
LOS ANGELES,5.7,CALIFORNIA
SACRAMENTO,4,CALIFORNIA
